"","doi","year","article_name","article_type","corresponding_author","authors","author_affiliations","author","author_affiliation1","author_affiliation2","author_affiliation3","author_affiliation4"
"116","10.1207/s15516709cog0503_3","1981","Expertise and Error in Diagnostic Reasoning†","Original Article","Paul E. Johnson1, 
Alica S. Duran1, 
Frank Hassebrock1, 
James Moller1, 
Michael Prietula1, 
Paul J. Feltovich2 and
David B. Swanson3","             University of Minnesota
             University of Pittsburgh
             University of Rochester","Michael Prietula","             University of Minnesota",NA,NA,NA,NA
"117","10.1207/s15516709cog0503_3","1981","Expertise and Error in Diagnostic Reasoning†","Original Article","Paul E. Johnson1, 
Alica S. Duran1, 
Frank Hassebrock1, 
James Moller1, 
Michael Prietula1, 
Paul J. Feltovich2 and
David B. Swanson3","             University of Minnesota
             University of Pittsburgh
             University of Rochester","Paul J. Feltovich","             University of Pittsburgh",NA,NA,NA,NA
"118","10.1207/s15516709cog0503_3","1981","Expertise and Error in Diagnostic Reasoning†","Original Article","Paul E. Johnson1, 
Alica S. Duran1, 
Frank Hassebrock1, 
James Moller1, 
Michael Prietula1, 
Paul J. Feltovich2 and
David B. Swanson3","             University of Minnesota
             University of Pittsburgh
             University of Rochester","David B. Swanson","             University of Rochester",NA,NA,NA,NA
"119","10.1207/s15516709cog0503_4","1981","The Case-Slot Identity Theory†","Original Article","Eugene Charniak","             Dept. of Computer Science, Brown University","Eugene Charniak","             Dept. of Computer Science, Brown University",NA,NA,NA,NA
"120","10.1207/s15516709cog0504_1","1981","Plot Units and Narrative Summarization†","Original Article","Wendy G. Lehnert","             Department of Computer Science, Yale University, New Haven, Connecticut 06520","Wendy G. Lehnert","             Department of Computer Science, Yale University, New Haven, Connecticut 06520",NA,NA,NA,NA
"121","10.1207/s15516709cog0504_2","1981","Toward a Theory of Intrinsically Motivating Instruction†","Original Article","Thomas W. Malone","             Xerox Palo Alto Research Center, Palo Alto, California 94304.","Thomas W. Malone","             Xerox Palo Alto Research Center, Palo Alto, California 94304.",NA,NA,NA,NA
"122","10.1207/s15516709cog0504_3","1981","Structure and Strategy in Image Generation†","Original Article","Martha J. Farah and
Stephen M. Kosslyn","             Department of Psychology and Social Relations, Harvard University, Cambridge, Mass.02138","Martha J. Farah","             Department of Psychology and Social Relations, Harvard University, Cambridge, Mass.02138",NA,NA,NA,NA
"123","10.1207/s15516709cog0504_3","1981","Structure and Strategy in Image Generation†","Original Article","Martha J. Farah and
Stephen M. Kosslyn","             Department of Psychology and Social Relations, Harvard University, Cambridge, Mass.02138","Stephen M. Kosslyn","             Department of Psychology and Social Relations, Harvard University, Cambridge, Mass.02138",NA,NA,NA,NA
"124","10.1207/s15516709cog0601_1","1982","Simulating a Skilled Typist: A Study of Skilled Cognitive-Motor Performance","Original Article","David E. Rumelhart and
Donald A. Norman","             Department of Psychology, Program in Cognitive Science Center for Human Information Processing University of California, San Diego, La Jolla, CA 92093","David E. Rumelhart","             Department of Psychology, Program in Cognitive Science Center for Human Information Processing University of California, San Diego, La Jolla, CA 92093",NA,NA,NA,NA
"125","10.1207/s15516709cog0601_1","1982","Simulating a Skilled Typist: A Study of Skilled Cognitive-Motor Performance","Original Article","David E. Rumelhart and
Donald A. Norman","             Department of Psychology, Program in Cognitive Science Center for Human Information Processing University of California, San Diego, La Jolla, CA 92093","Donald A. Norman","             Department of Psychology, Program in Cognitive Science Center for Human Information Processing University of California, San Diego, La Jolla, CA 92093",NA,NA,NA,NA
"126","10.1207/s15516709cog0601_2","1982","Unlearning Aristotelian Physics: A Study of Knowledge-Based Learning†","Original Article","Andrea A. DiSessa","             Division for Study and Research in Education Massachusetts Institute of Technology Cambridge, MA","Andrea A. DiSessa","             Division for Study and Research in Education Massachusetts Institute of Technology Cambridge, MA",NA,NA,NA,NA
"127","10.1207/s15516709cog0601_3","1982","Challenging “Early Competence”: A Process Oriented Analysis of Children's Classifying","Original Article","Stephanie Thornton","             Developmental Psychology, Cognitive Studies Program, University of Sussex, England","Stephanie Thornton","             Developmental Psychology, Cognitive Studies Program, University of Sussex, England",NA,NA,NA,NA
"128","10.1207/s15516709cog0602_1","1982","A Temporal Logic for Reasoning about Processes and Plans†","Original Article","Drew McDermott","             Yale University Department of Computer Science","Drew McDermott","             Yale University Department of Computer Science",NA,NA,NA,NA
"129","10.1207/s15516709cog0602_2","1982","A Model of the Time Course and Content of Reading†","Original Article","Robert Thibadeau, 
Marcel Adam Just and
Patricia A. Carpenter","             Department of Psychology Carnegie-Mellon University Pittsburgh, PA 15213","Robert Thibadeau","             Department of Psychology Carnegie-Mellon University Pittsburgh, PA 15213",NA,NA,NA,NA
"130","10.1207/s15516709cog0602_2","1982","A Model of the Time Course and Content of Reading†","Original Article","Robert Thibadeau, 
Marcel Adam Just and
Patricia A. Carpenter","             Department of Psychology Carnegie-Mellon University Pittsburgh, PA 15213","Marcel Adam Just","             Department of Psychology Carnegie-Mellon University Pittsburgh, PA 15213",NA,NA,NA,NA
"131","10.1207/s15516709cog0602_2","1982","A Model of the Time Course and Content of Reading†","Original Article","Robert Thibadeau, 
Marcel Adam Just and
Patricia A. Carpenter","             Department of Psychology Carnegie-Mellon University Pittsburgh, PA 15213","Patricia A. Carpenter","             Department of Psychology Carnegie-Mellon University Pittsburgh, PA 15213",NA,NA,NA,NA
"132","10.1207/s15516709cog0603_1","1982","Connectionist Models and Their Properties","Original Article","J.A. Feldman and
D.H. Ballard","             Computer Science Department University of Rochester Rochester, NY 14627","J.A. Feldman","             Computer Science Department University of Rochester Rochester, NY 14627",NA,NA,NA,NA
"133","10.1207/s15516709cog0603_1","1982","Connectionist Models and Their Properties","Original Article","J.A. Feldman and
D.H. Ballard","             Computer Science Department University of Rochester Rochester, NY 14627","D.H. Ballard","             Computer Science Department University of Rochester Rochester, NY 14627",NA,NA,NA,NA
"134","10.1207/s15516709cog0603_2","1982","What's the Point?†","Original Article","Roger C. Schank, 
Gregg C. Collins, 
Ernest Davis, 
Peter N. Johnson, 
Steve Lytinen and
Brian J. Reiser","","Roger C. Schank",NA,NA,NA,NA,NA
"135","10.1207/s15516709cog0603_2","1982","What's the Point?†","Original Article","Roger C. Schank, 
Gregg C. Collins, 
Ernest Davis, 
Peter N. Johnson, 
Steve Lytinen and
Brian J. Reiser","","Gregg C. Collins",NA,NA,NA,NA,NA
"136","10.1207/s15516709cog0603_2","1982","What's the Point?†","Original Article","Roger C. Schank, 
Gregg C. Collins, 
Ernest Davis, 
Peter N. Johnson, 
Steve Lytinen and
Brian J. Reiser","","Ernest Davis",NA,NA,NA,NA,NA
"137","10.1207/s15516709cog0603_2","1982","What's the Point?†","Original Article","Roger C. Schank, 
Gregg C. Collins, 
Ernest Davis, 
Peter N. Johnson, 
Steve Lytinen and
Brian J. Reiser","","Peter N. Johnson",NA,NA,NA,NA,NA
"138","10.1207/s15516709cog0603_2","1982","What's the Point?†","Original Article","Roger C. Schank, 
Gregg C. Collins, 
Ernest Davis, 
Peter N. Johnson, 
Steve Lytinen and
Brian J. Reiser","","Steve Lytinen",NA,NA,NA,NA,NA
"139","10.1207/s15516709cog0603_2","1982","What's the Point?†","Original Article","Roger C. Schank, 
Gregg C. Collins, 
Ernest Davis, 
Peter N. Johnson, 
Steve Lytinen and
Brian J. Reiser","","Brian J. Reiser",NA,NA,NA,NA,NA
"140","10.1207/s15516709cog0603_3","1982","Ideal Learning Machines†","Original Article","Daniel N. Osherson1, 
Michael Stob2 and
Scott Weinstein3","             Center for Cognitive Science M.I.T. Cambridge, MA
             Department of Mathematics Calvin College
             Department of Philosophy University of Pennsylvania","Daniel N. Osherson","             Center for Cognitive Science M.I.T. Cambridge, MA",NA,NA,NA,NA
"141","10.1207/s15516709cog0603_3","1982","Ideal Learning Machines†","Original Article","Daniel N. Osherson1, 
Michael Stob2 and
Scott Weinstein3","             Center for Cognitive Science M.I.T. Cambridge, MA
             Department of Mathematics Calvin College
             Department of Philosophy University of Pennsylvania","Michael Stob","             Department of Mathematics Calvin College",NA,NA,NA,NA
"142","10.1207/s15516709cog0603_3","1982","Ideal Learning Machines†","Original Article","Daniel N. Osherson1, 
Michael Stob2 and
Scott Weinstein3","             Center for Cognitive Science M.I.T. Cambridge, MA
             Department of Mathematics Calvin College
             Department of Philosophy University of Pennsylvania","Scott Weinstein","             Department of Philosophy University of Pennsylvania",NA,NA,NA,NA
"143","10.1207/s15516709cog0604_1","1982","Intensional Concepts in Propositional Semantic Networks†","Original Article","Anthony S. Maida1 and
Stuart C. Shapiro2","             Brown University
             State University of New York at Buffalo","Anthony S. Maida","             Brown University",NA,NA,NA,NA
"144","10.1207/s15516709cog0604_1","1982","Intensional Concepts in Propositional Semantic Networks†","Original Article","Anthony S. Maida1 and
Stuart C. Shapiro2","             Brown University
             State University of New York at Buffalo","Stuart C. Shapiro","             State University of New York at Buffalo",NA,NA,NA,NA
"145","10.1207/s15516709cog0604_2","1982","A Commitment-Based Framework for Describing Informal Cooperative Work†","Original Article","Richard E. Fikes","             Cognitive and Instructional Sciences Group Xerox Palo Alto Research Center","Richard E. Fikes","             Cognitive and Instructional Sciences Group Xerox Palo Alto Research Center",NA,NA,NA,NA
"146","10.1207/s15516709cog0604_3","1982","Predicting Garden Path Sentences†","Original Article","Robert William Milne","             Department of Electrical Engineering Air Force Institute of Technology Wright-Patterson Air Force Base Ohio 45433","Robert William Milne","             Department of Electrical Engineering Air Force Institute of Technology Wright-Patterson Air Force Base Ohio 45433",NA,NA,NA,NA
"147","10.1207/s15516709cog0701_1","1983","Generalization From Natural Language Text†","Original Article","Michael Lebowitz","             Columbia University, Department of Computer Science","Michael Lebowitz","             Columbia University, Department of Computer Science",NA,NA,NA,NA
"148","10.1207/s15516709cog0701_2","1983","Sources of Difficulty in Understanding Newtonian Dynamics†","Original Article","TRUE","Barbara Y. White*","             Massachusetts Institute of Technology","Barbara Y. White","             Massachusetts Institute of Technology",NA,NA,NA
"149","10.1207/s15516709cog0701_3","1983","A Parallel-Process Model of Mental Rotation†","Original Article","Brian V. Funt","             Department of Computing Science, Simon Fraser University, Vancouver, British Columbia VSA IS6","Brian V. Funt","             Department of Computing Science, Simon Fraser University, Vancouver, British Columbia VSA IS6",NA,NA,NA,NA
